,desc
455,"- Parking Montreux-Chailly, Au Bugnon d&#39;Avau
- 2x Kabel mit Fahrzeugkupplung Typ2 (16A, 3-ph), 2x Kabel mit Stecker - Typ1 (16A) / Zugang: SMS sonstige, RFID Lokal
Eintrag/Korrektur: 07-Jan-2018"
456,"- Alpiq E-Mobility AG, rue alexandre-Emery
- 5x Steckdose Typ2 (32A, 3-ph) / Zugang: easy4you app
Eintrag/Korrektur: 12-Dez-2020"
457,"- Parking du MarchÃ©-Forum, Grand&#39;Rue 28
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: SMS sonstige, evpass RFID/APP / Standort: Niveau 0 - 2 premiÃ¨res place Ã  droite.
Eintrag/Korrektur: 07-Feb-2017"
458,"- Groupe E, Rue du ThÃ©Ã¢tre 9 
- 1x Kabel mit Stecker - CCS Typ2 (24kW)
Eintrag/Korrektur: 28-Mai-2020"
459,"- Green Motion SA, Avenue des Alpes
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 12-Dez-2020"
460,"- Fairmont Le Montreux Palace, Avenue Claude Nobs 2,  -""http://www.fairmont.com/montreux/"", montreux@fairmont.com, + 41 21 962 1212
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph) / Zugang: vorherig telefonisch anmelden, Tesla
- Hinweis: Tesla Destinati"
461,"- Parking du Donner, Rue Carlo-Boller
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: SMS sonstige, RFID Lokal
Eintrag/Korrektur: 14-Dez-2017"
390,"- Groupe E, Move-Ladestation, Groupe E SA, Grand-Places
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: SMS sonstige, MOVE RFID / Stromkosten: Abrechnung via Groupe E; MOVE Abonnement oder per SMS / Standort: entre restaurant Manora et Paddy Reilly's Irish Pub"
391,"- Groupe E, Passage du Cardinal 1
- 2x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
392,"- Groupe E, Move-Ladestation, Groupe E SA, bd de PÃ©rolles 25
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: SMS sonstige, MOVE RFID / Standort: depuis la gare en direction Marly; bus stop; parking rÃ©servÃ© devant le siÃ¨ge principal des EEF
Eintrag/Korrektu"
393,"- Groupe E, Grand places 
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
394,"- Groupe E, Move-Ladestation Parking de Bourgeois, Groupe E SA, Rue de l""HÃ´pital , +41-26-6537200
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: SMS sonstige, MOVE RFID / Stromkosten: Abrechnung via Groupe E; MOVE Abonnement oder per SMS
Eintrag/Korrektur: 1"
395,"- Groupe E, Move-Ladestation Parking de la Heitera, Groupe E SA, Route de la Heitera, +41-26-6537200
- 1x Steckdose Typ2 (32A, 3-ph) / Zugang: SMS sonstige, MOVE RFID / Stromkosten: Abrechnung via Groupe E; MOVE Abonnement oder per SMS
Eintrag/Korrektur:"
396,"- Alpiq E-Mobility AG, Route de Villars 135
- 1x Steckdose Typ2 (32A, 3-ph) / Zugang: easy4you app
- Hinweis: <b>Import from provider, data not yet reviewed.</b>
Eintrag/Korrektur: 04-Jul-2017"
397,"- Zinici, Ilie, Route des Pervenches 5, ilie.zinici@gmail.com, +41-79-507-57-80
- 1x Steckdose Typ2 (16A, 3-ph) / Freier Zugang / Stromkosten: Kostenpflichtig / Parken: Kostenpflichtig
Eintrag/Korrektur: 04-MÃ¤r-2020"
403,"- Move Mobility, Route du Centre
- 1x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 12-Dez-2020"
404,"- Groupe E, Route de l&#39;ancienne papeterie 
- 2x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
405,"- Emil Frey AG, Marly-Fribourg, Route de Fribourg 11
- 1x Kabel mit Stecker - Typ1 (16A) / Zugang: Siehe Hinweis
- Hinweis: only for visitors
Eintrag/Korrektur: 13-Nov-2015"
406,"- Bertrand  SpÃ¤th, Grande-Combe 6 , courrier@spath.ch, +41-79-7893414
- 1x Steckdose CH Typ 13 (10A) / Stromkosten: Eine Visitenkarte / Billet im Briefkasten von der Confio Gmbh / Standort: Hinter dem Licht beim Eingang vom Haus, Parkplatz vor der Pflan"
407,"- Groupe E, Route de Fribourg 13
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: kein Zugang mit RFID, MOVE RFID
Eintrag/Korrektur: 07-Mai-2014"
408,"- GOFAST, Route de Montena 7
- 2x Kabel mit Stecker - CCS Typ2 (100kW), 1x Kabel mit Stecker - CHAdeMO (100kW), 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Fahrzeugkupplung Typ2 (63A, 3-ph), 1x Tesla SuperCharger (120kW) / Zugang: NewMotion APP, PlugSurf"
409,"- Groupe E, Bertschy automobiles SA, Rte de Fribourg 15, http://www.bertschyautomobiles.ch/, ma.bertschy@bluewin.ch, +41-26-477-18-32
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: MOVE RFID
Eintrag/Korrektur: 27-Okt-2014"
410,"- Gino Paganelli, Route des BrÃ©vires 22 , gino.paganelli@bluewin.ch, +41 264 605 641
- 1x Steckdose CEE blau 230V/16A (16A) / Standort: sur la faÃ§ade de la maison
Eintrag/Korrektur: 02-Dez-2013"
411,"- Groupe E, Route de la GlÃ¢ne 117
- 2x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
412,"- Groupe E, Route de Moncor 14
- 2x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
413,"- Groupe E, Route du Ctre 7
- 2x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
414,"- Groupe E, Route de Villars-Vert 9 
- 2x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
415,"- Avia Auto Service Villars sur GlÃ¢ne, Route de Villars-Vert 1
- 1x Kabel mit Stecker - CCS Typ2 (50A), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph) / Zugang: evpass RFID/APP / Stromkosten: 10CHF fÃ¼r 30min oder"
416,"- Garage de l'Autoroute J.-F. Lacilla SA, Route du Bois 1, http://www.garagelacilla.ch, +41 26 4097089
- 1x Kabel mit Stecker - CHAdeMO (50kW) / Zugang: RFID Lokal / Stromkosten: CHF 50 pro Jahr, CHF 50 Depot   / Parken: gratis
- Hinweis: RFID Karte erfo"
417,"- Move Mobility, Rte du Madelain 1
- 1x Steckdose Typ2 (16A, 3-ph)
Eintrag/Korrektur: 12-Dez-2020"
418,"- Groupe E, Ch. de la Cornache 1
- 2x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
419,"- Bauhaus , Impasse de la sabliÃ¨re 4
- 1x Steckdose CH Typ 25 (16A, 3-ph) / Standort: in the client's garage
Eintrag/Korrektur: 15-Jul-2019"
420,"- Migros, Avry-Centre, +41-26-470 91 11
- 2x Steckdose Typ2 (32A, 3-ph), FI / Zugang: RFID Lokal / Standort: links vom Haupteingang, Parkplatz fÃ¼r e-autos markiert
Eintrag/Korrektur: 07-Apr-2018
Aktiv gemeldet am: 20-Aug-2013"
421,"- Green Motion SA, Route des Loisirs 1
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 14-Jul-2020"
422,"- Migros Agy Centre, Route d'Agy 2,  -""https://filialen.migros.ch/fr/supermarche-migros-granges-paccot-agy-est""
- 2x Steckdose Typ2 (12A, 3-ph) / Zugang: RFID Lokal / RFID Karte an einer Kasse des Migros abholen. Personalausweis oder FÃ¼hrerschein als Pf"
423,"- Move Mobility, Route du Lavapesson 2
- 1x Steckdose Typ2 (16A, 3-ph)
Eintrag/Korrektur: 12-Dez-2020"
424,"- Groupe E, Move-Ladestation, Groupe E SA, Route de Morat 135 (Route du Lac)
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph) / Zugang: SMS sons"
425,"- Tamoil SA - Granges-Paccot, Route dâAgy 6
- 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 15-Dez-2017"
426,"- Banque Raiffeisen Sarine-Ouest, Route de Fribourg 4
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A) / Zugang: RFID Lokal
Eintrag/Korrektur: 22-Jan-2017"
398,"- Alpiq E-Mobility AG, Schwarzseestrasse 12
- 1x Steckdose Typ2 (32A, 3-ph), 1x Steckdose Typ2 (32A, 3-ph) / Zugang: easy4you app
Eintrag/Korrektur: 01-Jan-2018"
399,"- Hofmatt-Garage AG, Hofmatt 163
- 1x Kabel mit Stecker - Typ1 (16A) / Zugang: Siehe Hinweis
- Hinweis: only for visitors
Eintrag/Korrektur: 12-Feb-2019"
400,"- Groupe E, Seestrasse 
- 2x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
401,"- ForstingenieurbÃ¼ro Beat Philipona & Joseph BrÃ¼gger, MÃ¼hle 1, philipona.bruegger@geoforest.ch, 026 419 24 45
- 1x Steckdose CH Typ 13 (10A) / offen: GeschÃ¤ftszeiten
Eintrag/Korrektur: 08-Jan-2015"
402,"- Coop, Oberi Matta 2
- 3x Steckdose CEE blau 230V/16A (16A, 1-ph) / Freier Zugang
Eintrag/Korrektur: 27-Aug-2017
Aktiv gemeldet am: 25-Aug-2017"
839,"- CoopÃ©rative Migros NeuchÃ¢tel-Fribourg, Bernstrasse 36
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: RFID Lokal / Stromkosten: Kostenlos / Parken: Kostenlos
- Hinweis: Ladestation EV-Box
Eintrag/Korrektur: 10-Aug-2018"
841,"- Groupe E, Dorfplatz 1
- 1x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
843,"- Groupe E, Dorfstrasse  2 
- 1x Steckdose Typ2 (16A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
844,"- Groupe E, Move-Ladestation, Groupe E SA, Bahnhofplatz 2 / Hauptstrasse
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: SMS sonstige, MOVE RFID / Stromkosten: Abrechnung via Groupe E; MOVE Abonnement oder per SMS / Parken: ParkgebÃ¼hr
- Interessant: Bahnhof ("
845,"- Jean-Pierre Kessler, Bonn 6, jpkessler@swissonline.ch, 026 493 32 49
- 2x Steckdose CEE blau 230V/16A (16A), 1x Steckdose CH Typ 13 (10A) / Standort: Steckdosen im Autounterstand (Sicherungskasten im Heizungsraum)
Eintrag/Korrektur: 23-Aug-2014"
846,"- Migros DÃ¼dingen, KÃ¤sereistrasse 3
- 1x Steckdose Typ2 (32A, 3-ph) / Freier Zugang / Stromkosten: Kostenlos / Parken: Kostenpflichtig
- Hinweis: EVBOX
Eintrag/Korrektur: 24-Jul-2019"
847,"- swisscharge.ch AG, Industriestrasse 34
- 1x Steckdose Typ2 (32A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 12-Dez-2020"
478,"- Groupe E, Chemin des Vergers 3
- 2x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
479,"- Parking Place d&#39;Armes, Avenue du Simplon
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: SMS sonstige, RFID Lokal
Eintrag/Korrektur: 14-Dez-2017"
480,"- Green Motion SA, Avenue de l&#39;Europe 21
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (22kW) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 12-Dez-2020"
481,"- Green Motion SA, Avenue de la France
- 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 12-Dez-2020"
482,"- Green Motion SA, Place du Village
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 26-Aug-2020"
483,"- Green Motion SA, Route de la Fin 15
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 26-Aug-2020"
484,"- Production Electrique de ChampÃ©ry SA, Rte du Grand-Paradis 22
- 2x Kabel mit Fahrzeugstecker Typ2 (Gen1) (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (16A) / Zugang: evpass RFID/APP / Stromkosten: Kostenpflichtig / Parken: Kostenlos
- Hinweis: Ladestation"
485,"- Green Motion SA, Route du Grand Paradis 22
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 26-Aug-2020"
492,"- Green Motion SA, Rue du PavÃ© 6
- 1x Steckdose Typ2 (16A, 3-ph), 1x Kabel mit Stecker - Typ1 (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 26-Aug-2020"
489,"- Alpiq E-Mobility AG, Grand Rue 2
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: easy4you app
Eintrag/Korrektur: 20-Sep-2019"
490,"- Alpiq E-Mobility AG, Grand Rue 2
- 1x Steckdose Typ2 (32A, 3-ph), 1x Steckdose Typ2 (32A, 3-ph) / Zugang: easy4you app / Standort: Parking sous-terrain Val de Marne situÃ© sous la place Val de Marne
Eintrag/Korrektur: 28-Jul-2017"
491,"- AGROLA AG,  Avenue du Simplon 47,  -""https://www.agrola.ch"", elektromobilitaet@fenaco.com
- 1x Kabel mit Stecker - CCS Typ2 (75kW), 1x Kabel mit Stecker - CHAdeMO (75kW) / Zugang: beliebige RFID Karte, adhoc per QR Code und Web App, Kreditkarte / Strom"
520,"- Groupe SEIC-TÃ©lÃ©dis, Route Cantonale 2
- 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph) / Zugang: RFID Lokal
Eintrag/Korrektur: 10-Mai-2018"
493,"- Transports-tornay sarl, Route de Pro Bovey 22
- 3x Kabel mit Fahrzeugkupplung Typ2 (16A, 3-ph) / Stromkosten: Une petite contribution est demandÃ©e: Pour une charge de 0km Ã  100km de frs.-5 Pour une charge de + 100km de frs.-10
- Hinweis: Une petite c"
494,"- Green Motion SA, Route du village 84
- 1x Kabel mit Stecker - CCS Typ2 (22kW), 1x Kabel mit Stecker - CHAdeMO (50kW) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 11-Dez-2020"
495,"- Signaug plus, Chemin des Quiess 22, info@signauxplus.ch
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph) / Freier Zugang / Stromkosten: Kostenlos / Parken: Kostenlos
- Hinweis: Wallbox Green Motion Home Two
Eintrag/Korrektur: 07-MÃ¤r-2018"
496,"- TRANSPORTS TORNAY SAXON, Rte de Pro-Bovey 22,  -""http://www.transportstornay.ch/"", +41 79 680 08 89 
- 1x Steckdose Typ2 (16A, 1-ph), 1x Kabel mit Stecker - Typ1 (16A) / Freier Zugang / Standort: Parking Tornay Transport
Eintrag/Korrektur: 06-Feb-2017"
497,"- Transports-tornay sarl, Route de l'Ecosse 8
- 1x Steckdose CEE blau 230V/16A (16A) / Freier Zugang
Eintrag/Korrektur: 03-MÃ¤r-2021"
498,"- Green Motion SA, Route du Village 4
- 1x Kabel mit Stecker - CCS Typ2 (22kW), 1x Kabel mit Stecker - CHAdeMO (50kW) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 11-Dez-2020"
499,"- Christian Sauthier, Route de l'Ecosse 35, sauthier.christian@saxon.ch, +41-78-788-12-69
- 1x Steckdose Typ2 (16A, 3-ph) / Freier Zugang / Stromkosten: Kostenpflichtig / Parken: Kostenpflichtig
Eintrag/Korrektur: 03-Apr-2018"
500,"- Green Motion SA, Chemin des Babioux 1
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 11-Dez-2020"
501,"- Les Bains de Saillon, Route du Centre Thermal 16
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Freier Zugang
Eintrag/Korrektur: 07-Feb-2017"
502,"- Quartz Centre, Avenue de Fully 63
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: SMS sonstige, RFID Lokal
Eintrag/Korrektur: 24-Sep-2018"
503,"- Green Motion SA, Rue de Grimisuat 8
- 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 11-Dez-2020"
504,"- Groupe E, MarchÃ© Restaurant Relais St. Bernard, Autobahn A9,
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Kabel mit Fahrzeugkupplung Typ2 (63A, 3-ph) / Zugang: ChargeNow RFID, easy4you app, virta/swisscharge app"
505,"- Green Motion SA, Rue de la Poste
- 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 11-Dez-2020"
506,"- Green Motion SA, Avenue de Fully 53
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Steckdose Typ2 (32A, 3-ph) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 26-Aug-2020"
507,"- New Motion (NL), Chemin de la Praille 21
- 1x Steckdose Typ2 (32A, 3-ph) / Zugang: ChargePoint RFID/APP, Ladenetz RFID/App, NewMotion RFID, PlugSurfing RFID/APP, EnBW, entega RFID, EWE, SMATRICS RFID
Eintrag/Korrektur: 29-Aug-2019"
508,"- Ville de Martigny, Place de Rome
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A), 2x Steckdose CH Typ 23 (16A)
Eintrag/Korrektur: 19-MÃ¤r-2018
Aktiv gemeldet am: 18-MÃ¤r-2018"
509,"- Bowland Martigny, Rue des Finettes 52
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A) / Zugang: Siehe Hinweis, RFID Lokal / Standort: Bowling
- Hinweis: only for visitors
Eintrag/Korrektur: 25-Okt-2017"
510,"- Sinergy Infrastructure SA, Gare routiÃ¨re 
rue dâAoste
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (16A), 2x Steckdose CH Typ 23 (16A) / Freier Zugang
Eintrag/Korrektur: 07-Feb-2017"
511,"- swisscharge.ch AG, Rue du Battoir 6
- 6x Kabel mit Stecker - CCS Typ2 (100kW), 6x Kabel mit Stecker - CHAdeMO (60kW), 3x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Aut"
512,"- Alpiq E-Mobility AG, Rue du Forum 23
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Steckdose Typ2 (32A, 3-ph) / Zugang: easy4you app
- Hinweis: <b>Import from provider, data not yet reviewed.</b>
Eintrag/Korrektur:"
513,"- Green Motion SA, Rue de l&#39;Ancienne Pointe 24
- 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 11-Dez-2020"
514,"- Tesla Europe, MarchÃ© Restaurant Relais St. Bernard, Autobahn A9
- 6x Tesla SuperCharger (120kW) / Zugang: Tesla / Stromkosten: kostenlos / Parken: kostenlos
Eintrag/Korrektur: 10-Jun-2015
Aktiv gemeldet am: 10-Jun-2015"
515,"- Green Motion SA, Avenue du Grand St-Bernard 91
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 11-Dez-2020"
516,"- Sinergy Infrastructure SA, Rue dâOctodure 
- 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph) / Standort: Rue dâOctodure
Eintrag/Korrektur: 10-Mai-2018"
517,"- Green Motion SA, Rue du Levant 53
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Steckdose Typ2 (32A, 3-ph) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 26-Aug-2020"
518,"- IONITY GmbH, Rastanlage Martigny, A9
- 4x Kabel mit Stecker - CCS Typ2 (350kW) / Zugang: adhoc per QR Code und Web App, Intercharge, NewMotion RFID, NewMotion APP, PlugSurfing RFID/APP, EnBW, EWE, eins E-Mobil RFID/App, MAINGAU Autostrom, MOVE RFID, vi"
519,"- Groupe E, Garage du Mont-Blanc Moulin SA, Rte du Gd-St-Bernard 24, http://www.garagemontblanc.ch/contact, info@garagemontblanc.ch/, +41-27-722-11-81
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: MOVE RFID
Eintrag/Korrektur: 20-Okt-2016
Aktiv gemeldet am: 2"
521,"- Commune de Fully, Rue de la Maison de Commune
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Freier Zugang
Eintrag/Korrektur: 07-Feb-2017"
522,"- Green Motion SA, Chemin de Provence 4
- 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 11-Dez-2020"
523,"- Parking Bovernier Place Tchyko, Rue de l&#39;Eglise 
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A) / Zugang: RFID Lokal
Eintrag/Korrektur: 15-Okt-2018"
524,"- Green Motion SA, Route du Grand-Saint-Bernard 16
- 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A), 1x Steckdose Schuko (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 11-Dez-2020"
525,"- swisscharge.ch AG, Rue la Chapelette 1 Sembrancher
- 1x Kabel mit Stecker - CCS Typ2 (0kW), 1x Kabel mit Stecker - CHAdeMO (0kW), 3x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (0kW) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins"
526,"- Green Motion SA, Route de Mauvoisin 45
- 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 11-Dez-2020"
527,"- Parking Curala, Gare CFF - TÃ©lÃ©cabine, www.verbier-emotion.com, contact@verbier-emotion.com
- 1x Steckdose Typ2 (16A, 1-ph), 1x Steckdose Typ2 (32A, 3-ph), 2x Steckdose CEE blau 230V/16A (16A, 1-ph) / Stromkosten: Carte RFID Verbier eMotion / Standor"
528,"- Green Motion SA, Chemin de la Gare
- 11x Steckdose Typ2 (16A, 3-ph), 11x Kabel mit Stecker - Typ1 (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 11-Dez-2020"
529,"- Green Motion SA, Chemin de Pierra-Barna 18
- 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 11-Dez-2020"
530,"- Parking Ermitage, Route de Verbier Station, www.verbier-emotion.com, contact@verbier-emotion.com
- 1x Steckdose Typ2 (32A, 3-ph), 1x Steckdose CEE rot 400V/32A (32A, 3-ph), 2x Steckdose CEE blau 230V/16A (16A) / Stromkosten: offert par Verbier eMotion;"
531,"- Chalet d'Adrien, Chemin des Creux,  -""http://chalet-adrien.com/index.php/en/"", +41-27-771-62-00
- 2x Steckdose Typ2 (32A, 3-ph) / Stromkosten: Kostenpflichtig / Parken: Kostenpflichtig
- Hinweis: 2 Tesla Destination Charger
Eintrag/Korrektur: 27-Aug-20"
532,"- Agence Domus et Crock no Name, Route des Creux 22-24, www.verbier-emotion.com, contact@verbier-emotion.com
- 2x Steckdose CEE blau 230V/16A (16A) / ZeitbeschrÃ¤nkung: limitÃ© au temps de charge / Stromkosten: offert par Verbier eMotion; Carte RFID Verb"
533,"- Parking Marais Verts, Chemin des Marais Verts 
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: RFID Lokal
Eintrag/Korrektur: 15-Okt-2018"
534,"- Parking Catogne, Ch. de la Croix, www.verbier-emotion.com, contact@verbier-emotion.com
- 1x Steckdose Typ2 (32A, 3-ph), 3x Steckdose CEE blau 230V/16A (16A) / Stromkosten: offert par Verbier eMotion; Carte RFID Verbier eMotion / Standort: Parking publi"
535,"- Guinnard Immobilier & Tourisme, Route du Centre Sportif 12, www.verbier-emotion.com, contact@verbier-emotion.com
- 1x Steckdose Typ2 (32A, 3-ph), 1x Steckdose CEE blau 230V/16A (16A) / ZeitbeschrÃ¤nkung: limitÃ© au temps de charge / Stromkosten: offert"
536,"- Chemin des piÃ¨ces 2
- 1x Kabel mit Stecker - Typ1 (16A) / Freier Zugang
Eintrag/Korrektur: 12-Feb-2019"
537,"- Parking Place de la Commune, Chemin du Paquet 
- 1x Kabel mit Fahrzeugkupplung Typ2 (16A, 3-ph), 1x Kabel mit Stecker - Typ1 (16A) / Zugang: RFID Lokal
Eintrag/Korrektur: 24-Sep-2018"
538,"- Green Motion SA, Route de Bagnes 47
- 1x Steckdose Typ2 (16A, 3-ph), 1x Kabel mit Stecker - Typ1 (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 11-Dez-2020"
539,"- Tunnel du Grand-Saint-Bernard SA, Bourg-St-Bernard 1
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph) / Zugang: SMS sonstige, evpass RFID/APP
Eintrag/Korrektur: 07-Feb-2017"
540,"- Coop la Marmite, Rue de la Dixence, www.coop.ch
- 3x Steckdose CH Typ 23 (16A) / clef Ã  la police municipale
- Essen: Restaurant la Marmite
- Schlafen: hÃ´tels
- Hinweis: pour 2-roues seulement
Eintrag/Korrektur: 31-Mai-2012
Aktiv gemeldet am: 22-Mai-"
